system:index,WARD_NAME,WARD_NO,date,mean
23_00000000000000000089,Devasandra,55,01-10-2013,150.5567319
23_0000000000000000008a,A Narayanapura,56,01-10-2013,141.190329
23_0000000000000000008b,Vijnana Nagar,81,01-10-2013,147.8220627
23_0000000000000000008c,HAL Airport,87,01-10-2013,151.6526487
23_0000000000000000008d,Dodda Bommasandra,10,01-10-2013,155.295265
23_0000000000000000008e,Kuvempu Nagar,11,01-10-2013,154.1777799
23_0000000000000000008f,Jakkuru,5,01-10-2013,151.9959108
23_00000000000000000090,Thanisandra,6,01-10-2013,142.4818454
23_00000000000000000091,Byatarayanapura,7,01-10-2013,150.3339881
23_00000000000000000092,Kodigehalli,8,01-10-2013,150.2259894
23_00000000000000000093,Vidyaranyapura,9,01-10-2013,153.4472511
23_00000000000000000094,Ullalu,130,01-10-2013,148.0787423
23_00000000000000000095,Kengeri,159,01-10-2013,148.9651936
23_00000000000000000096,Dodda Bidarakallu,40,01-10-2013,144.3884713
23_00000000000000000097,Herohalli,72,01-10-2013,155.8734272
23_00000000000000000098,Jalahalli,16,01-10-2013,151.3314073
23_00000000000000000099,Rajarajeshwari Nagar,160,01-10-2013,148.8110506
23_0000000000000000009a,J P Park,17,01-10-2013,141.2998433
23_0000000000000000009c,HMT Ward,38,01-10-2013,126.4775928
23_0000000000000000009e,Laggere,69,01-10-2013,152.3157907
23_0000000000000000009f,Kottegepalya,73,01-10-2013,142.2565269
23_000000000000000000a0,Shettihalli,12,01-10-2013,148.7287608
23_000000000000000000a1,Mallasandra,13,01-10-2013,139.7984599
23_000000000000000000a2,Bagalakunte,14,01-10-2013,147.4504415
23_000000000000000000a3,T Dasarahalli,15,01-10-2013,133.625
23_000000000000000000a4,Chokkasandra,39,01-10-2013,136.7367083
23_000000000000000000a5,Peenya Industrial Area,41,01-10-2013,138.6921394
23_000000000000000000a6,Rajagopal Nagar,70,01-10-2013,146.22364
23_000000000000000000a7,Hegganahalli,71,01-10-2013,133.0611087
23_000000000000000000a8,Vrisabhavathi Nagar,102,01-10-2013,143
23_000000000000000000af,Aramane Nagara,35,01-10-2013,167.1853631
23_000000000000000000b2,Rajamahal Guttahalli,64,01-10-2013,146.0759751
23_000000000000000000b6,Radhakrishna Temple Ward,18,01-10-2013,147.8994764
23_000000000000000000b7,Sanjaya Nagar,19,01-10-2013,156.3540391
23_000000000000000000b8,Ganga Nagar,20,01-10-2013,153.5555556
24_00000000000000000000,HBR Layout,24,01-01-2014,47.56689548
24_00000000000000000006,Maruthi Seva Nagar,59,01-01-2014,62.52285298
24_00000000000000000007,Konena Agrahara,113,01-01-2014,74.08117456
24_00000000000000000008,Benniganahalli,50,01-01-2014,63.34714236
24_00000000000000000009,C V Raman Nagar,57,01-01-2014,65.43830112
24_0000000000000000000a,New Tippasandara,58,01-01-2014,63.03543485
24_0000000000000000000b,Sarvagna Nagar,79,01-01-2014,63.261683
24_0000000000000000000c,Hoysala Nagar,80,01-01-2014,69.0693568
24_0000000000000000000d,Jeevanbhima Nagar,88,01-01-2014,51.05064228
24_00000000000000000016,Domlur,112,01-01-2014,55.22492789
24_00000000000000000017,Agaram,114,01-01-2014,85.22517541
24_00000000000000000018,Vannarpet,115,01-01-2014,58.10832249
24_0000000000000000002a,Kaveripura,103,01-01-2014,49.80053704
24_00000000000000000030,Mudalapalya,127,01-01-2014,44.57451507
24_00000000000000000031,Nagarabhavi,128,01-01-2014,64.60363634
24_00000000000000000032,Nayandahalli,131,01-01-2014,54.73537042
24_0000000000000000003a,Deepanjali Nagar,158,01-01-2014,42.3
24_0000000000000000004f,Hosakerehalli,161,01-01-2014,46.45454545
24_00000000000000000058,Ejipura,148,01-01-2014,50.47215914
24_00000000000000000059,Koramangala,151,01-01-2014,57.1833368
24_0000000000000000005b,Sarakki,178,01-01-2014,49.39734388
24_0000000000000000005c,Jakkasandra,173,01-01-2014,47.69241705
24_0000000000000000005d,BTM Layout,176,01-01-2014,66.813359
24_00000000000000000061,Varthuru,149,01-01-2014,76.2132073
24_00000000000000000062,Bellanduru,150,01-01-2014,55.92074369
24_00000000000000000063,Garudachar Playa,82,01-01-2014,50.49991116
24_00000000000000000064,Kadugodi,83,01-01-2014,60.79670473
24_00000000000000000065,Hagadur,84,01-01-2014,72.95556876
24_00000000000000000066,Dodda Nekkundi,85,01-01-2014,50.48563269
24_00000000000000000067,HSR Layout,174,01-01-2014,53.89667084
24_00000000000000000068,Bommanahalli,175,01-01-2014,45.04194517
24_00000000000000000069,Jaraganahalli,186,01-01-2014,63.89408276
24_0000000000000000006a,Puttenahalli,187,01-01-2014,48.66837595
24_0000000000000000006b,Bilekhalli,188,01-01-2014,54.80254305
24_0000000000000000006c,Hongasandra,189,01-01-2014,40.5893315
24_0000000000000000006d,Mangammanapalya,190,01-01-2014,44.94831624
24_0000000000000000006e,Singasandra,191,01-01-2014,45.61541054
24_0000000000000000006f,Arakere,193,01-01-2014,49.86839309
24_00000000000000000070,Uttarahalli,184,01-01-2014,57.34171586
24_00000000000000000072,Begur,192,01-01-2014,51.98563888
24_00000000000000000073,Gottigere,194,01-01-2014,53.56207843
24_00000000000000000074,Konankunte,195,01-01-2014,47.61498556
24_00000000000000000075,Anjanapura,196,01-01-2014,53.99173121
24_00000000000000000076,Kempegowda Ward,1,01-01-2014,53.82829977
24_00000000000000000077,K R Puram,52,01-01-2014,50.6273512
24_00000000000000000078,Jnana Bharathi ward,129,01-01-2014,57.62254595
24_0000000000000000007c,Vasanthpura,197,01-01-2014,51.37090162
24_0000000000000000007d,J P Nagar,177,01-01-2014,42.08838716
24_0000000000000000007f,Ramamurthy Nagar,26,01-01-2014,59.89060109
24_00000000000000000080,Horamavu,25,01-01-2014,56.44832628
24_00000000000000000081,Marathahalli,86,01-01-2014,49.77660788
24_00000000000000000082,Hemmigepura,198,01-01-2014,61.46518272
24_00000000000000000083,Chowdeswari Ward,2,01-01-2014,65.01842222
24_00000000000000000084,Atturu,3,01-01-2014,57.59254583
24_00000000000000000085,Yelahanka Satellite Town,4,01-01-2014,56.41155112
24_00000000000000000087,Basavanapura,53,01-01-2014,53.4394082
24_00000000000000000088,Hudi,54,01-01-2014,53.80556881
24_00000000000000000089,Devasandra,55,01-01-2014,56.05253898
24_0000000000000000008a,A Narayanapura,56,01-01-2014,44.24831708
24_0000000000000000008b,Vijnana Nagar,81,01-01-2014,50.10416364
24_0000000000000000008c,HAL Airport,87,01-01-2014,60.93153631
24_0000000000000000008d,Dodda Bommasandra,10,01-01-2014,70.3314098
24_0000000000000000008e,Kuvempu Nagar,11,01-01-2014,68.27838563
24_0000000000000000008f,Jakkuru,5,01-01-2014,48.93617334
24_00000000000000000090,Thanisandra,6,01-01-2014,46.94053105
24_00000000000000000091,Byatarayanapura,7,01-01-2014,53.64013435
24_00000000000000000092,Kodigehalli,8,01-01-2014,57.03981492
24_00000000000000000093,Vidyaranyapura,9,01-01-2014,58.89727552
24_00000000000000000094,Ullalu,130,01-01-2014,57.39664134
24_00000000000000000095,Kengeri,159,01-01-2014,55.79124614
24_00000000000000000096,Dodda Bidarakallu,40,01-01-2014,51.78124217
24_00000000000000000097,Herohalli,72,01-01-2014,54.65553273
24_00000000000000000098,Jalahalli,16,01-01-2014,69.47515372
24_00000000000000000099,Rajarajeshwari Nagar,160,01-01-2014,57.42303021
24_0000000000000000009a,J P Park,17,01-01-2014,58.17392465
24_0000000000000000009c,HMT Ward,38,01-01-2014,46.40294099
24_0000000000000000009e,Laggere,69,01-01-2014,44.731443
24_0000000000000000009f,Kottegepalya,73,01-01-2014,49.3280092
24_000000000000000000a0,Shettihalli,12,01-01-2014,59.27636215
24_000000000000000000a1,Mallasandra,13,01-01-2014,55.40353426
24_000000000000000000a2,Bagalakunte,14,01-01-2014,52.57337858
24_000000000000000000a3,T Dasarahalli,15,01-01-2014,47.58333333
24_000000000000000000a4,Chokkasandra,39,01-01-2014,50.74477217
24_000000000000000000a5,Peenya Industrial Area,41,01-01-2014,51.54081519
24_000000000000000000a6,Rajagopal Nagar,70,01-01-2014,44.24209669
24_000000000000000000a7,Hegganahalli,71,01-01-2014,39.5492936
24_000000000000000000a8,Vrisabhavathi Nagar,102,01-01-2014,54
24_000000000000000000af,Aramane Nagara,35,01-01-2014,91.76629097
24_000000000000000000b2,Rajamahal Guttahalli,64,01-01-2014,62.67997338
24_000000000000000000b6,Radhakrishna Temple Ward,18,01-01-2014,78.14671272
24_000000000000000000b7,Sanjaya Nagar,19,01-01-2014,66.24669947
24_000000000000000000b8,Ganga Nagar,20,01-01-2014,62.27272727
25_00000000000000000000,HBR Layout,24,01-04-2014,50.01365025
25_00000000000000000006,Maruthi Seva Nagar,59,01-04-2014,76.37222966
25_00000000000000000007,Konena Agrahara,113,01-04-2014,76.23615623
25_00000000000000000008,Benniganahalli,50,01-04-2014,77.26826951
25_00000000000000000009,C V Raman Nagar,57,01-04-2014,76.29250284
25_0000000000000000000a,New Tippasandara,58,01-04-2014,69.19092698
25_0000000000000000000b,Sarvagna Nagar,79,01-04-2014,81.75694298
25_0000000000000000000c,Hoysala Nagar,80,01-04-2014,75.27273823
25_0000000000000000000d,Jeevanbhima Nagar,88,01-04-2014,56.22826041
25_00000000000000000016,Domlur,112,01-04-2014,55.67772789
25_00000000000000000017,Agaram,114,01-04-2014,88.1834959
25_00000000000000000018,Vannarpet,115,01-04-2014,67.47296838
25_0000000000000000002a,Kaveripura,103,01-04-2014,48.35784633
25_00000000000000000030,Mudalapalya,127,01-04-2014,41.83708682
25_00000000000000000031,Nagarabhavi,128,01-04-2014,72.31503881
25_00000000000000000032,Nayandahalli,131,01-04-2014,53.34252402
25_0000000000000000003a,Deepanjali Nagar,158,01-04-2014,38.875
25_0000000000000000004f,Hosakerehalli,161,01-04-2014,40.11111111
25_00000000000000000058,Ejipura,148,01-04-2014,54.26875339
25_00000000000000000059,Koramangala,151,01-04-2014,62.80751696
25_0000000000000000005b,Sarakki,178,01-04-2014,48.22281324
25_0000000000000000005c,Jakkasandra,173,01-04-2014,55.71612274
25_0000000000000000005d,BTM Layout,176,01-04-2014,54.69194406
25_00000000000000000061,Varthuru,149,01-04-2014,82.00655347
25_00000000000000000062,Bellanduru,150,01-04-2014,58.51373757
25_00000000000000000063,Garudachar Playa,82,01-04-2014,54.33260192
25_00000000000000000064,Kadugodi,83,01-04-2014,70.14761074
25_00000000000000000065,Hagadur,84,01-04-2014,81.85118628
25_00000000000000000066,Dodda Nekkundi,85,01-04-2014,55.47209985
25_00000000000000000067,HSR Layout,174,01-04-2014,57.47945529
25_00000000000000000068,Bommanahalli,175,01-04-2014,46.69251339
25_00000000000000000069,Jaraganahalli,186,01-04-2014,62.26166068
25_0000000000000000006a,Puttenahalli,187,01-04-2014,46.91632469
25_0000000000000000006b,Bilekhalli,188,01-04-2014,50.77515468
25_0000000000000000006c,Hongasandra,189,01-04-2014,40.0963859
25_0000000000000000006d,Mangammanapalya,190,01-04-2014,43.39689835
25_0000000000000000006e,Singasandra,191,01-04-2014,46.90653681
25_0000000000000000006f,Arakere,193,01-04-2014,53.65701659
25_00000000000000000070,Uttarahalli,184,01-04-2014,57.37443999
25_00000000000000000072,Begur,192,01-04-2014,55.9233975
25_00000000000000000073,Gottigere,194,01-04-2014,56.75465841
25_00000000000000000074,Konankunte,195,01-04-2014,48.34527066
25_00000000000000000075,Anjanapura,196,01-04-2014,57.56433899
25_00000000000000000076,Kempegowda Ward,1,01-04-2014,61.27722463
25_00000000000000000077,K R Puram,52,01-04-2014,51.43345854
25_00000000000000000078,Jnana Bharathi ward,129,01-04-2014,59.87077276
25_0000000000000000007c,Vasanthpura,197,01-04-2014,52.67997642
25_0000000000000000007d,J P Nagar,177,01-04-2014,44.1471207
25_0000000000000000007f,Ramamurthy Nagar,26,01-04-2014,61.77699784
25_00000000000000000080,Horamavu,25,01-04-2014,60.47980045
25_00000000000000000081,Marathahalli,86,01-04-2014,52.04410434
25_00000000000000000082,Hemmigepura,198,01-04-2014,60.10681746
25_00000000000000000083,Chowdeswari Ward,2,01-04-2014,73.86635512
25_00000000000000000084,Atturu,3,01-04-2014,60.7179773
25_00000000000000000085,Yelahanka Satellite Town,4,01-04-2014,63.63580515
25_00000000000000000087,Basavanapura,53,01-04-2014,51.52141174
25_00000000000000000088,Hudi,54,01-04-2014,58.97845835
25_00000000000000000089,Devasandra,55,01-04-2014,59.73739183
25_0000000000000000008a,A Narayanapura,56,01-04-2014,46.10786927
25_0000000000000000008b,Vijnana Nagar,81,01-04-2014,53.3490696
25_0000000000000000008c,HAL Airport,87,01-04-2014,68.43096332
25_0000000000000000008d,Dodda Bommasandra,10,01-04-2014,75.03580374
25_0000000000000000008e,Kuvempu Nagar,11,01-04-2014,71.70610659
25_0000000000000000008f,Jakkuru,5,01-04-2014,53.01273657
25_00000000000000000090,Thanisandra,6,01-04-2014,51.16361566
25_00000000000000000091,Byatarayanapura,7,01-04-2014,56.46435297
25_00000000000000000092,Kodigehalli,8,01-04-2014,60.03989924
25_00000000000000000093,Vidyaranyapura,9,01-04-2014,66.07079653
25_00000000000000000094,Ullalu,130,01-04-2014,53.59695755
25_00000000000000000095,Kengeri,159,01-04-2014,53.87219728
25_00000000000000000096,Dodda Bidarakallu,40,01-04-2014,50.47825017
25_00000000000000000097,Herohalli,72,01-04-2014,54.40115969
25_00000000000000000098,Jalahalli,16,01-04-2014,69.55452799
25_00000000000000000099,Rajarajeshwari Nagar,160,01-04-2014,55.90377488
25_0000000000000000009a,J P Park,17,01-04-2014,53.59255837
25_0000000000000000009c,HMT Ward,38,01-04-2014,44.84921034
25_0000000000000000009e,Laggere,69,01-04-2014,41.04565476
25_0000000000000000009f,Kottegepalya,73,01-04-2014,49.04117718
25_000000000000000000a0,Shettihalli,12,01-04-2014,58.3496362
25_000000000000000000a1,Mallasandra,13,01-04-2014,51.33883471
25_000000000000000000a2,Bagalakunte,14,01-04-2014,50.07729053
25_000000000000000000a3,T Dasarahalli,15,01-04-2014,44
25_000000000000000000a4,Chokkasandra,39,01-04-2014,46.8049018
25_000000000000000000a5,Peenya Industrial Area,41,01-04-2014,50.9582745
25_000000000000000000a6,Rajagopal Nagar,70,01-04-2014,41.80466548
25_000000000000000000a7,Hegganahalli,71,01-04-2014,36.69241473
25_000000000000000000a8,Vrisabhavathi Nagar,102,01-04-2014,47.88888889
25_000000000000000000af,Aramane Nagara,35,01-04-2014,107.0418039
25_000000000000000000b2,Rajamahal Guttahalli,64,01-04-2014,82.53846375
25_000000000000000000b6,Radhakrishna Temple Ward,18,01-04-2014,83.44435261
25_000000000000000000b7,Sanjaya Nagar,19,01-04-2014,62.75714829
25_000000000000000000b8,Ganga Nagar,20,01-04-2014,61.2
26_00000000000000000000,HBR Layout,24,01-07-2014,136.6588062
26_00000000000000000006,Maruthi Seva Nagar,59,01-07-2014,158.1035066
26_00000000000000000007,Konena Agrahara,113,01-07-2014,150.7406983
26_00000000000000000008,Benniganahalli,50,01-07-2014,140.0512962
26_00000000000000000009,C V Raman Nagar,57,01-07-2014,147.4951467
26_0000000000000000000a,New Tippasandara,58,01-07-2014,149.6195711
26_0000000000000000000b,Sarvagna Nagar,79,01-07-2014,157.575551
26_0000000000000000000c,Hoysala Nagar,80,01-07-2014,171.2737322
26_0000000000000000000d,Jeevanbhima Nagar,88,01-07-2014,151.5464403
26_00000000000000000016,Domlur,112,01-07-2014,142.8258016
26_00000000000000000017,Agaram,114,01-07-2014,162.8422166
26_00000000000000000018,Vannarpet,115,01-07-2014,163.5275928
26_0000000000000000002a,Kaveripura,103,01-07-2014,148.5864114
26_00000000000000000030,Mudalapalya,127,01-07-2014,127.2105633
26_00000000000000000031,Nagarabhavi,128,01-07-2014,176.7628822
26_00000000000000000032,Nayandahalli,131,01-07-2014,145.5722315
26_0000000000000000003a,Deepanjali Nagar,158,01-07-2014,169.3333333
26_0000000000000000004f,Hosakerehalli,161,01-07-2014,134.5
26_00000000000000000058,Ejipura,148,01-07-2014,154.6472599
26_00000000000000000059,Koramangala,151,01-07-2014,155.2121565
26_0000000000000000005b,Sarakki,178,01-07-2014,152.9011773
26_0000000000000000005c,Jakkasandra,173,01-07-2014,148.7843144
26_0000000000000000005d,BTM Layout,176,01-07-2014,132.3475726
26_00000000000000000061,Varthuru,149,01-07-2014,155.9230847
26_00000000000000000062,Bellanduru,150,01-07-2014,144.7667279
26_00000000000000000063,Garudachar Playa,82,01-07-2014,132.2340577
26_00000000000000000064,Kadugodi,83,01-07-2014,136.5011715
26_00000000000000000065,Hagadur,84,01-07-2014,152.4147817
26_00000000000000000066,Dodda Nekkundi,85,01-07-2014,138.4030221
26_00000000000000000067,HSR Layout,174,01-07-2014,149.9349399
26_00000000000000000068,Bommanahalli,175,01-07-2014,134.4840757
26_00000000000000000069,Jaraganahalli,186,01-07-2014,137.821674
26_0000000000000000006a,Puttenahalli,187,01-07-2014,158.5201955
26_0000000000000000006b,Bilekhalli,188,01-07-2014,127.9106015
26_0000000000000000006c,Hongasandra,189,01-07-2014,118.2081081
26_0000000000000000006d,Mangammanapalya,190,01-07-2014,124.798318
26_0000000000000000006e,Singasandra,191,01-07-2014,141.4161403
26_0000000000000000006f,Arakere,193,01-07-2014,137.9082705
26_00000000000000000070,Uttarahalli,184,01-07-2014,162.4672869
26_00000000000000000072,Begur,192,01-07-2014,148.2963324
26_00000000000000000073,Gottigere,194,01-07-2014,160.595178
26_00000000000000000074,Konankunte,195,01-07-2014,155.3105149
26_00000000000000000075,Anjanapura,196,01-07-2014,161.2902758
26_00000000000000000076,Kempegowda Ward,1,01-07-2014,154.5811962
26_00000000000000000077,K R Puram,52,01-07-2014,124.1983192
26_00000000000000000078,Jnana Bharathi ward,129,01-07-2014,146.8902089
26_0000000000000000007c,Vasanthpura,197,01-07-2014,161.7941088
26_0000000000000000007d,J P Nagar,177,01-07-2014,122.8166447
26_0000000000000000007f,Ramamurthy Nagar,26,01-07-2014,142.9806112
26_00000000000000000080,Horamavu,25,01-07-2014,142.8658763
26_00000000000000000081,Marathahalli,86,01-07-2014,156.4719201
26_00000000000000000082,Hemmigepura,198,01-07-2014,154.2025357
26_00000000000000000083,Chowdeswari Ward,2,01-07-2014,151.5198847
26_00000000000000000084,Atturu,3,01-07-2014,155.1784238
26_00000000000000000085,Yelahanka Satellite Town,4,01-07-2014,144.1288293
26_00000000000000000087,Basavanapura,53,01-07-2014,131.214103
26_00000000000000000088,Hudi,54,01-07-2014,142.7429988
26_00000000000000000089,Devasandra,55,01-07-2014,129.0832737
26_0000000000000000008a,A Narayanapura,56,01-07-2014,129.2807277
26_0000000000000000008b,Vijnana Nagar,81,01-07-2014,135.9774698
26_0000000000000000008c,HAL Airport,87,01-07-2014,165.6998984
26_0000000000000000008d,Dodda Bommasandra,10,01-07-2014,153.4298307
26_0000000000000000008e,Kuvempu Nagar,11,01-07-2014,155.9594494
26_0000000000000000008f,Jakkuru,5,01-07-2014,148.5782344
26_00000000000000000090,Thanisandra,6,01-07-2014,141.1664553
26_00000000000000000091,Byatarayanapura,7,01-07-2014,144.5174864
26_00000000000000000092,Kodigehalli,8,01-07-2014,154.2964693
26_00000000000000000093,Vidyaranyapura,9,01-07-2014,159.2517208
26_00000000000000000094,Ullalu,130,01-07-2014,152.4211135
26_00000000000000000095,Kengeri,159,01-07-2014,128.9480358
26_00000000000000000096,Dodda Bidarakallu,40,01-07-2014,157.6049081
26_00000000000000000097,Herohalli,72,01-07-2014,159.5387758
26_00000000000000000098,Jalahalli,16,01-07-2014,152.0856981
26_00000000000000000099,Rajarajeshwari Nagar,160,01-07-2014,152.1792706
26_0000000000000000009a,J P Park,17,01-07-2014,154.8942232
26_0000000000000000009c,HMT Ward,38,01-07-2014,132.1358088
26_0000000000000000009e,Laggere,69,01-07-2014,127.9614751
26_0000000000000000009f,Kottegepalya,73,01-07-2014,136.120746
26_000000000000000000a0,Shettihalli,12,01-07-2014,156.1704646
26_000000000000000000a1,Mallasandra,13,01-07-2014,151.1217064
