system:index,DISTRICT,ST_NM,date,mean
0_0000000000000000003d,Pilibhit,Uttar Pradesh,01-01-2005,97.80842036
0_00000000000000000061,Kannauj,Uttar Pradesh,01-01-2005,70.20855484
0_00000000000000000064,Kanpur Dehat,Uttar Pradesh,01-01-2005,72.82823132
0_00000000000000000066,Kansiram Nagar,Uttar Pradesh,01-01-2005,84.11633641
0_00000000000000000078,Kheri,Uttar Pradesh,01-01-2005,63.93356349
0_0000000000000000009c,Lalitpur,Uttar Pradesh,01-01-2005,51.04761338
0_000000000000000000ac,Maharajganj,Uttar Pradesh,01-01-2005,94.40745265
0_000000000000000000b2,Mahoba,Uttar Pradesh,01-01-2005,54.77957395
0_000000000000000000b3,Mainpuri,Uttar Pradesh,01-01-2005,75.30390832
0_000000000000000000c4,Mirzapur,Uttar Pradesh,01-01-2005,43.76532176
0_000000000000000000e6,Auraiya,Uttar Pradesh,01-01-2005,74.28473316
0_000000000000000000ee,Bahraich,Uttar Pradesh,01-01-2005,68.85492212
0_000000000000000000f4,Balrampur,Uttar Pradesh,01-01-2005,49.7250076
0_000000000000000000f6,Banda,Uttar Pradesh,01-01-2005,55.76434291
0_000000000000000000fd,Bara Banki,Uttar Pradesh,01-01-2005,71.59004456
0_00000000000000000126,Budaun,Uttar Pradesh,01-01-2005,82.73930151
0_00000000000000000133,Chandauli,Uttar Pradesh,01-01-2005,65.68384901
0_00000000000000000140,Chitrakoot,Uttar Pradesh,01-01-2005,41.73879691
0_0000000000000000017a,Etah,Uttar Pradesh,01-01-2005,88.82856999
0_00000000000000000182,Fatehpur,Uttar Pradesh,01-01-2005,63.20027606
0_000000000000000001a3,Hamirpur,Uttar Pradesh,01-01-2005,59.74825538
0_000000000000000001a7,Hardoi,Uttar Pradesh,01-01-2005,87.07868767
0_000000000000000001be,Jalaun,Uttar Pradesh,01-01-2005,69.1740017
0_000000000000000001cd,Jhansi,Uttar Pradesh,01-01-2005,58.09560267
0_00000000000000000200,Shahjahanpur,Uttar Pradesh,01-01-2005,104.0103657
0_00000000000000000208,Shrawasti,Uttar Pradesh,01-01-2005,70.61558448
0_0000000000000000020b,Siddharth Nagar,Uttar Pradesh,01-01-2005,72.22768709
0_00000000000000000215,Sitapur,Uttar Pradesh,01-01-2005,64.01219619
0_0000000000000000021b,Sonbhadra,Uttar Pradesh,01-01-2005,45.09254521
0_0000000000000000024f,Unnao,Uttar Pradesh,01-01-2005,75.18302357
0_00000000000000000042,Pratapgarh,Uttar Pradesh,01-01-2005,57.59455861
0_0000000000000000004d,Rae Bareli,Uttar Pradesh,01-01-2005,60.89224457
0_00000000000000000056,Jyotiba Phule Nagar,Uttar Pradesh,01-01-2005,89.67400926
0_00000000000000000065,Kanpur Nagar,Uttar Pradesh,01-01-2005,67.11633499
0_00000000000000000072,Kaushambi,Uttar Pradesh,01-01-2005,58.10246619
0_00000000000000000098,Kushinagar,Uttar Pradesh,01-01-2005,74.2132481
0_000000000000000000be,Mathura,Uttar Pradesh,01-01-2005,104.5164165
0_000000000000000000c8,Moradabad,Uttar Pradesh,01-01-2005,98.74599368
0_000000000000000000cc,Agra,Uttar Pradesh,01-01-2005,67.15938761
0_000000000000000000d3,Aligarh,Uttar Pradesh,01-01-2005,114.6177598
0_000000000000000000d5,Allahabad,Uttar Pradesh,01-01-2005,58.87609589
0_000000000000000000d9,Ambedkar Nagar,Uttar Pradesh,01-01-2005,74.8976543
0_000000000000000000e9,Azamgarh,Uttar Pradesh,01-01-2005,69.46508412
0_000000000000000000f3,Ballia,Uttar Pradesh,01-01-2005,74.7177091
0_00000000000000000102,Bareilly,Uttar Pradesh,01-01-2005,89.63011759
0_00000000000000000108,Basti,Uttar Pradesh,01-01-2005,67.24211502
0_0000000000000000011e,Bijnor,Uttar Pradesh,01-01-2005,65.41422632
0_00000000000000000127,Bulandshahr,Uttar Pradesh,01-01-2005,120.2629786
0_00000000000000000158,Deoria,Uttar Pradesh,01-01-2005,82.40531696
0_0000000000000000017b,Etawah,Uttar Pradesh,01-01-2005,68.4810988
0_0000000000000000017c,Faizabad,Uttar Pradesh,01-01-2005,62.05700039
0_0000000000000000017f,Farrukhabad,Uttar Pradesh,01-01-2005,72.32919088
0_00000000000000000183,Firozabad,Uttar Pradesh,01-01-2005,67.72407335
0_00000000000000000196,Gonda,Uttar Pradesh,01-01-2005,63.36783981
0_00000000000000000199,Gorakhpur,Uttar Pradesh,01-01-2005,95.06443752
0_000000000000000001aa,Mahamaya Nagar,Uttar Pradesh,01-01-2005,87.78642143
0_000000000000000001c9,Jaunpur,Uttar Pradesh,01-01-2005,62.46776315
0_000000000000000001d9,Rampur,Uttar Pradesh,01-01-2005,115.0092506
0_000000000000000001e9,Saharanpur,Uttar Pradesh,01-01-2005,102.9659174
0_000000000000000001f4,Sant Kabir Nagar,Uttar Pradesh,01-01-2005,87.16048121
0_00000000000000000227,Sultanpur,Uttar Pradesh,01-01-2005,57.61856516
0_00000000000000000004,Muzaffarnagar,Uttar Pradesh,01-01-2005,102.1491077
0_000000000000000000a6,Lucknow,Uttar Pradesh,01-01-2005,60.21221438
0_000000000000000000bf,Mau,Uttar Pradesh,01-01-2005,83.75211428
0_000000000000000000ed,Baghpat,Uttar Pradesh,01-01-2005,103.2046766
0_00000000000000000191,Ghazipur,Uttar Pradesh,01-01-2005,75.73523018
0_000000000000000000c2,Meerut,Uttar Pradesh,01-01-2005,94.07295838
0_0000000000000000018e,Gautam Buddha Nagar,Uttar Pradesh,01-01-2005,116.8988143
0_000000000000000001f5,Sant Ravi Das Nagar(bhadohi),Uttar Pradesh,01-01-2005,60.39363399
0_00000000000000000258,Varanasi,Uttar Pradesh,01-01-2005,67.37563744
0_00000000000000000190,Ghaziabad,Uttar Pradesh,01-01-2005,101.1109968
0_00000000000000000002,Munger,Bihar,01-01-2005,56.07623029
0_00000000000000000005,Muzaffarpur,Bihar,01-01-2005,78.06220302
0_0000000000000000000d,Nalanda,Bihar,01-01-2005,63.36325641
0_00000000000000000018,Nawada,Bihar,01-01-2005,61.34871839
0_00000000000000000033,Pashchim Champaran,Bihar,01-01-2005,54.57646455
0_00000000000000000039,Patna,Bihar,01-01-2005,74.61083783
0_00000000000000000047,Purba Champaran,Bihar,01-01-2005,77.04864209
0_0000000000000000004b,Purnia,Bihar,01-01-2005,72.07380386
0_00000000000000000058,Kaimur (bhabua),Bihar,01-01-2005,63.07311082
0_00000000000000000070,Katihar,Bihar,01-01-2005,77.50130406
0_00000000000000000075,Khagaria,Bihar,01-01-2005,108.1529026
0_0000000000000000007d,Kishanganj,Bihar,01-01-2005,42.25532079
0_0000000000000000009b,Lakhisarai,Bihar,01-01-2005,60.94121951
0_000000000000000000a9,Madhepura,Bihar,01-01-2005,79.14250377
0_000000000000000000aa,Madhubani,Bihar,01-01-2005,57.48119886
0_000000000000000000e3,Araria,Bihar,01-01-2005,71.31365243
0_000000000000000000e7,Aurangabad,Bihar,01-01-2005,55.60305156
0_000000000000000000fa,Banka,Bihar,01-01-2005,43.89050526
0_0000000000000000010b,Begusarai,Bihar,01-01-2005,84.25301134
0_00000000000000000110,Bhagalpur,Bihar,01-01-2005,67.61553922
0_00000000000000000118,Bhojpur,Bihar,01-01-2005,71.8308007
0_0000000000000000012b,Buxar,Bihar,01-01-2005,84.34223357
0_0000000000000000014f,Darbhanga,Bihar,01-01-2005,72.59981389
0_0000000000000000018f,Gaya,Bihar,01-01-2005,53.43402911
0_00000000000000000198,Gopalganj,Bihar,01-01-2005,72.04943491
0_000000000000000001c6,Jamui,Bihar,01-01-2005,49.37405926
0_000000000000000001e4,Rohtas,Bihar,01-01-2005,76.8078987
0_000000000000000001ea,Saharsa,Bihar,01-01-2005,72.32077615
0_000000000000000001ef,Samastipur,Bihar,01-01-2005,84.87938463
0_000000000000000001f7,Saran (chhapra),Bihar,01-01-2005,78.22348396
0_00000000000000000202,Sheikhpura,Bihar,01-01-2005,54.4319839
0_00000000000000000203,Sheohar,Bihar,01-01-2005,76.85396073
0_00000000000000000214,Sitamarhi,Bihar,01-01-2005,72.10357971
0_00000000000000000217,Siwan,Bihar,01-01-2005,80.34498495
0_00000000000000000229,Supaul,Bihar,01-01-2005,65.41712177
0_00000000000000000256,Vaishali,Bihar,01-01-2005,72.81347862
0_00000000000000000276,Arwal,Bihar,01-01-2005,77.32014518
0_00000000000000000277,Jehanabad,Bihar,01-01-2005,65.23554557
0_0000000000000000001f,North,Sikkim,01-01-2005,94.05568344
0_00000000000000000171,East,Sikkim,01-01-2005,105.2270346
0_0000000000000000021f,South,Sikkim,01-01-2005,93.25341833
0_00000000000000000264,West,Sikkim,01-01-2005,100.5602502
0_00000000000000000031,Papum Pare,Arunanchal Pradesh,01-01-2005,162.5462232
0_00000000000000000097,Kurung Kumey,Arunanchal Pradesh,01-01-2005,109.3597203
0_000000000000000000a2,Lohit,Arunanchal Pradesh,01-01-2005,153.0898009
0_000000000000000000a4,Lower Dibang Valley,Arunanchal Pradesh,01-01-2005,123.726161
0_000000000000000000a5,Lower Subansiri,Arunanchal Pradesh,01-01-2005,154.5940416
0_000000000000000000e0,Anjaw,Arunanchal Pradesh,01-01-2005,103.2597585
0_00000000000000000137,Changlang,Arunanchal Pradesh,01-01-2005,155.6771622
0_00000000000000000165,Dibang Valley,Arunanchal Pradesh,01-01-2005,97.26937238
0_00000000000000000174,East Kameng,Arunanchal Pradesh,01-01-2005,134.6031926
0_00000000000000000177,East Siang,Arunanchal Pradesh,01-01-2005,153.2166819
0_0000000000000000022f,Tawang,Arunanchal Pradesh,01-01-2005,104.9360557
0_0000000000000000023e,Tirap,Arunanchal Pradesh,01-01-2005,172.7900268
0_00000000000000000250,Upper Siang,Arunanchal Pradesh,01-01-2005,111.6963916
0_00000000000000000251,Upper Subansiri,Arunanchal Pradesh,01-01-2005,121.6946264
0_00000000000000000267,West Kameng,Arunanchal Pradesh,01-01-2005,127.3671948
0_0000000000000000026a,West Siang,Arunanchal Pradesh,01-01-2005,138.9591385
0_0000000000000000003b,Peren,Nagaland,01-01-2005,211.4215676
0_0000000000000000003c,Phek,Nagaland,01-01-2005,170.7311033
0_0000000000000000007c,Kiphire,Nagaland,01-01-2005,162.6747688
0_00000000000000000082,Kohima,Nagaland,01-01-2005,160.9039418
0_000000000000000000a3,Longleng,Nagaland,01-01-2005,183.4742819
0_000000000000000000c6,Mokokchung,Nagaland,01-01-2005,207.757959
0_000000000000000000c7,Mon,Nagaland,01-01-2005,177.1374865
0_0000000000000000016f,Dimapur,Nagaland,01-01-2005,147.737903
0_00000000000000000244,Tuensang,Nagaland,01-01-2005,159.6278447
0_0000000000000000026c,Wokha,Nagaland,01-01-2005,204.3350087
0_0000000000000000026f,Zunheboto,Nagaland,01-01-2005,179.2974964
0_00000000000000000123,Bishnupur,Manipur,01-01-2005,75.15411613
0_00000000000000000134,Chandel,Manipur,01-01-2005,239.0671516
0_00000000000000000143,Churachandpur,Manipur,01-01-2005,244.5983628
0_000000000000000001b5,Imphal West,Manipur,01-01-2005,244.0056159
0_000000000000000001fb,Senapati,Manipur,01-01-2005,166.2074012
0_0000000000000000022d,Tamenglong,Manipur,01-01-2005,246.0317336
0_0000000000000000023a,Thoubal,Manipur,01-01-2005,79.74361152
0_0000000000000000024c,Ukhrul,Manipur,01-01-2005,214.6715109
0_000000000000000001b4,Imphal East,Manipur,01-01-2005,83.62443028
0_00000000000000000085,Kolasib,Mizoram,01-01-2005,276.0526075
0_0000000000000000009f,Lawangtlai,Mizoram,01-01-2005,235.0436689
0_000000000000000000a8,Lunglei,Mizoram,01-01-2005,259.8056542
0_000000000000000000b7,Mamit,Mizoram,01-01-2005,263.753262
0_000000000000000000cf,Aizawl,Mizoram,01-01-2005,251.7231703
0_00000000000000000131,Champhai,Mizoram,01-01-2005,229.563042
0_000000000000000001ed,Saiha,Mizoram,01-01-2005,250.2972707
0_000000000000000001fd,Serchhip,Mizoram,01-01-2005,241.5113659
0_00000000000000000024,North Tripura,Tripura,01-01-2005,159.6614568
0_0000000000000000015a,Dhalai,Tripura,01-01-2005,172.425636
0_00000000000000000223,South Tripura,Tripura,01-01-2005,141.4363034
0_0000000000000000026b,West Tripura,Tripura,01-01-2005,116.909671
0_00000000000000000172,East Garo Hills,Meghalaya,01-01-2005,129.8774368
0_00000000000000000175,East Khasi Hills,Meghalaya,01-01-2005,169.5190472
0_000000000000000001b9,Jaintia Hills,Meghalaya,01-01-2005,171.3162244
0_000000000000000001e2,Ri Bhoi,Meghalaya,01-01-2005,144.0640849
0_00000000000000000221,South Garo Hills,Meghalaya,01-01-2005,179.4316771
0_00000000000000000265,West Garo Hills,Meghalaya,01-01-2005,121.1644372
0_00000000000000000268,West Khasi Hills,Meghalaya,01-01-2005,173.6782104
0_00000000000000000009,Nagaon,Assam,01-01-2005,96.58575679
0_0000000000000000000e,Nalbari,Assam,01-01-2005,89.9659145
0_00000000000000000021,Dima Hasao,Assam,01-01-2005,215.0907391
0_0000000000000000005b,Kamrup,Assam,01-01-2005,94.96181132
0_00000000000000000068,Karbi Anglong,Assam,01-01-2005,181.8351155
0_0000000000000000006a,Karimganj,Assam,01-01-2005,127.8746062
0_00000000000000000083,Kokrajhar,Assam,01-01-2005,112.9585667
0_0000000000000000009a,Lakhimpur,Assam,01-01-2005,91.80120088
0_000000000000000000bd,Marigaon,Assam,01-01-2005,91.33733656
0_000000000000000000ef,Baksa,Assam,01-01-2005,111.0034111
0_00000000000000000105,Barpeta,Assam,01-01-2005,84.07139687
0_00000000000000000125,Bongaigaon,Assam,01-01-2005,89.53462991
0_0000000000000000012c,Cachar,Assam,01-01-2005,177.722865
0_0000000000000000013e,Chirang,Assam,01-01-2005,116.5433239
0_00000000000000000151,Darrang,Assam,01-01-2005,79.05905486
0_00000000000000000161,Dhemaji,Assam,01-01-2005,90.00688623
0_00000000000000000163,Dhubri,Assam,01-01-2005,68.48608217
0_00000000000000000193,Goalpara,Assam,01-01-2005,82.02215113
0_00000000000000000195,Golaghat,Assam,01-01-2005,87.85887627
0_000000000000000001a1,Hailakandi,Assam,01-01-2005,164.8258932
0_000000000000000001d1,Jorhat,Assam,01-01-2005,96.31141868
0_0000000000000000021d,Sonitpur,Assam,01-01-2005,97.20363582
0_0000000000000000023d,Tinsukia,Assam,01-01-2005,127.1128616
0_00000000000000000247,Udalguri,Assam,01-01-2005,103.1536632
0_0000000000000000005c,Kamrup Metropolitan,Assam,01-01-2005,116.5057594
0_00000000000000000166,Dibrugarh,Assam,01-01-2005,91.86551444
0_0000000000000000020a,Sivasagar,Assam,01-01-2005,95.34612087
0_00000000000000000020,North 24 Parganas,West Bengal,01-01-2005,85.72475578
0_00000000000000000034,Pashchim Medinipur,West Bengal,01-01-2005,84.56753752
0_0000000000000000004c,Puruliya,West Bengal,01-01-2005,51.43494824
0_0000000000000000007f,Koch Bihar,West Bengal,01-01-2005,64.00542393
0_000000000000000000b5,Maldah,West Bengal,01-01-2005,81.6838087
0_000000000000000000fb,Bankura,West Bengal,01-01-2005,68.97521102
0_0000000000000000014b,Dakshin Dinajpur,West Bengal,01-01-2005,60.61568836
0_00000000000000000150,Darjiling,West Bengal,01-01-2005,106.0224553
0_000000000000000001c2,Jalpaiguri,West Bengal,01-01-2005,85.5030453
0_00000000000000000220,South 24 Parganas,West Bengal,01-01-2005,81.40750946
0_00000000000000000252,Uttar Dinajpur,West Bengal,01-01-2005,68.40371418
0_00000000000000000048,Purba Medinipur,West Bengal,01-01-2005,118.8354004
0_00000000000000000003,Murshidabad,West Bengal,01-01-2005,82.63902283
0_00000000000000000101,Barddhaman,West Bengal,01-01-2005,94.66763861
0_00000000000000000122,Birbhum,West Bengal,01-01-2005,74.93751476
0_00000000000000000008,Nadia,West Bengal,01-01-2005,81.81890347
0_000000000000000001a5,Haora,West Bengal,01-01-2005,111.5364635
0_000000000000000001b1,Hugli,West Bengal,01-01-2005,109.2080887
0_00000000000000000087,Kolkata,West Bengal,01-01-2005,47.20558939
0_00000000000000000028,Pakur,Jharkhand,01-01-2005,53.06844832
0_0000000000000000002a,Palamu,Jharkhand,01-01-2005,48.8785085
0_00000000000000000035,Pashchimi Singhbhum,Jharkhand,01-01-2005,51.66445401
0_00000000000000000049,Purbi Singhbhum,Jharkhand,01-01-2005,52.01826413
0_0000000000000000007a,Khunti,Jharkhand,01-01-2005,50.22819316
0_00000000000000000081,Kodarma,Jharkhand,01-01-2005,57.0246239
0_0000000000000000009d,Latehar,Jharkhand,01-01-2005,65.0496578
0_000000000000000000a1,Lohardaga,Jharkhand,01-01-2005,65.45816437
0_00000000000000000138,Chatra,Jharkhand,01-01-2005,53.79143658
0_00000000000000000157,Deoghar,Jharkhand,01-01-2005,45.67201387
0_0000000000000000016c,Dumka,Jharkhand,01-01-2005,51.64190337
0_0000000000000000018c,Garhwa,Jharkhand,01-01-2005,54.66805809
0_00000000000000000192,Giridih,Jharkhand,01-01-2005,50.1838048
0_00000000000000000194,Godda,Jharkhand,01-01-2005,48.09279367
0_0000000000000000019b,Gumla,Jharkhand,01-01-2005,54.70150398
0_000000000000000001ac,Hazaribagh,Jharkhand,01-01-2005,60.36014804
0_000000000000000001c5,Jamtara,Jharkhand,01-01-2005,53.71551751
0_000000000000000001da,Ranchi,Jharkhand,01-01-2005,48.4627424
0_000000000000000001eb,Sahibganj,Jharkhand,01-01-2005,53.95458439
0_000000000000000001f6,Saraikela-kharsawan,Jharkhand,01-01-2005,45.08570327
0_0000000000000000020e,Simdega,Jharkhand,01-01-2005,49.71110674
0_00000000000000000124,Bokaro,Jharkhand,01-01-2005,54.19739087
0_000000000000000001d8,Ramgarh,Jharkhand,01-01-2005,50.64038203
0_0000000000000000015c,Dhanbad,Jharkhand,01-01-2005,61.09643077
0_00000000000000000007,Nabarangapur,Odisha,01-01-2005,63.721416
0_00000000000000000019,Nayagarh,Odisha,01-01-2005,91.5613789
0_00000000000000000026,Nuapada,Odisha,01-01-2005,56.68005792
0_0000000000000000004a,Puri,Odisha,01-01-2005,93.50500052
0_0000000000000000005a,Kalahandi,Odisha,01-01-2005,79.50153587
0_0000000000000000005e,Kandhamal,Odisha,01-01-2005,93.56731704
0_00000000000000000073,Kendrapara,Odisha,01-01-2005,69.38375438
0_00000000000000000074,Kendujhar,Odisha,01-01-2005,52.138539
0_0000000000000000008a,Koraput,Odisha,01-01-2005,67.09874423
0_000000000000000000b6,Malkangiri,Odisha,01-01-2005,79.87599076
0_000000000000000000c0,Mayurbhanj,Odisha,01-01-2005,77.4908351
0_000000000000000000e1,Anugul,Odisha,01-01-2005,69.04959279
0_000000000000000000f1,Balangir,Odisha,01-01-2005,58.34308624
0_000000000000000000f2,Baleshwar,Odisha,01-01-2005,72.71246735
0_000000000000000000fe,Bargarh,Odisha,01-01-2005,56.99220622
0_0000000000000000010a,Bauda,Odisha,01-01-2005,68.65101052
0_0000000000000000010f,Bhadrak,Odisha,01-01-2005,54.7423127
0_00000000000000000155,Debagarh,Odisha,01-01-2005,59.45322627
0_00000000000000000162,Dhenkanal,Odisha,01-01-2005,72.03293789
0_00000000000000000186,Gajapati,Odisha,01-01-2005,95.28041421
0_0000000000000000018a,Ganjam,Odisha,01-01-2005,83.05242279
0_000000000000000001bc,Jajapur,Odisha,01-01-2005,60.45842818
0_000000000000000001ce,Jharsuguda,Odisha,01-01-2005,39.778978
0_000000000000000001de,Rayagada,Odisha,01-01-2005,77.18077549
0_000000000000000001f1,Sambalpur,Odisha,01-01-2005,63.01219155
0_0000000000000000021a,Subarnapur,Odisha,01-01-2005,53.53254753
0_00000000000000000228,Sundargarh,Odisha,01-01-2005,46.81933744
0_000000000000000001b8,Jagatsinghapur,Odisha,01-01-2005,70.20448033
0_00000000000000000079,Khordha,Odisha,01-01-2005,80.40727683
0_00000000000000000148,Cuttack,Odisha,01-01-2005,76.18799405
0_00000000000000000013,Narayanpur,Chhattisgarh,01-01-2005,91.22045152
0_0000000000000000004f,Raigarh,Chhattisgarh,01-01-2005,49.62850805
0_00000000000000000051,Raipur,Chhattisgarh,01-01-2005,48.8561106
0_00000000000000000060,Uttar Bastar Kanker,Chhattisgarh,01-01-2005,61.07209977
0_0000000000000000008b,Korba,Chhattisgarh,01-01-2005,59.18470436
0_0000000000000000008c,Koriya,Chhattisgarh,01-01-2005,67.94071942
0_000000000000000000ad,Mahasamund,Chhattisgarh,01-01-2005,44.1967802
0_00000000000000000107,Bastar,Chhattisgarh,01-01-2005,71.78607117
0_0000000000000000011c,Bijapur,Chhattisgarh,01-01-2005,80.29609498
0_00000000000000000120,Bilaspur,Chhattisgarh,01-01-2005,51.61525426
0_0000000000000000014a,Dakshin Bastar Dantewada,Chhattisgarh,01-01-2005,79.2334295
0_0000000000000000015b,Dhamtari,Chhattisgarh,01-01-2005,61.12045052
0_000000000000000001c8,Jashpur,Chhattisgarh,01-01-2005,59.37156772
0_000000000000000001d3,Rajnandgaon,Chhattisgarh,01-01-2005,47.11540472
0_0000000000000000022c,Surguja,Chhattisgarh,01-01-2005,60.42052678
0_00000000000000000270,Kabeerdham,Chhattisgarh,01-01-2005,54.64273007
0_0000000000000000016e,Durg,Chhattisgarh,01-01-2005,47.56610006
0_000000000000000001c7,Janjgir-champa,Chhattisgarh,01-01-2005,40.25329771
0_00000000000000000030,Panna,Madhya Pradesh,01-01-2005,40.95094215
0_00000000000000000052,Raisen,Madhya Pradesh,01-01-2005,60.881447
0_00000000000000000071,Katni,Madhya Pradesh,01-01-2005,48.12950916
0_000000000000000000b9,Mandla,Madhya Pradesh,01-01-2005,48.56850308
0_000000000000000000d4,Alirajpur,Madhya Pradesh,01-01-2005,19.78061776
0_000000000000000000e2,Anuppur,Madhya Pradesh,01-01-2005,50.56579782
0_000000000000000000e5,Ashoknagar,Madhya Pradesh,01-01-2005,43.52368871
0_000000000000000000f0,Balaghat,Madhya Pradesh,01-01-2005,51.83869239
0_00000000000000000106,Barwani,Madhya Pradesh,01-01-2005,17.77680993
0_0000000000000000010e,Betul,Madhya Pradesh,01-01-2005,33.72373427
0_0000000000000000012a,Burhanpur,Madhya Pradesh,01-01-2005,24.40211285
0_0000000000000000013a,Chhatarpur,Madhya Pradesh,01-01-2005,44.74095292
0_0000000000000000013b,Chhindwara,Madhya Pradesh,01-01-2005,37.86970721
0_0000000000000000014e,Damoh,Madhya Pradesh,01-01-2005,43.25735794
0_00000000000000000168,Dindori,Madhya Pradesh,01-01-2005,53.47265411
0_00000000000000000176,East Nimar,Madhya Pradesh,01-01-2005,24.73335562
